Date,Total Rainfall (mm),Mean Wind Speed (km/h),Mean Amount of Cloud (%),Humidity,Sun,Maximum Temperature,Minimum Temperature,Mean Temperature
2021-02-15,0,5.5,8.0,70,10.6,26.8,13.3,19.5
2021-02-16,0,5.9,20.0,71,10.6,24,16.1,19.6
2021-02-17,0,8.6,23.0,70,9.4,24.1,16,19.5
2021-02-18,0,7.7,18.0,65,10.4,22.2,15,17.9
2021-02-19,0,5.0,7.0,66,10.4,22.9,13.5,17.3
2021-02-20,0,3.5,40.0,73,10.4,24.2,11.7,17.4
2021-02-21,0,3.3,20.0,74,10.7,24.9,13,18.5
2021-02-22,0,4.1,8.0,78,10.6,26.3,14.4,19.9
2021-02-23,0,6.3,9.0,74,10.6,26.8,15.2,20.3
2021-02-24,0,9.2,88.0,79,2.9,21.3,18.4,19.9
2021-02-25,1,4.9,74.0,85,1.4,23.4,18.3,20.1
2021-02-26,11,3.8,84.0,86,2.6,26.7,18.5,21.7
2021-02-27,3,6.8,88.0,89,0.0,21.1,16.8,17.9
2021-02-28,0,6.4,86.0,83,2.5,22.6,17.1,19.6
2021-03-01,0,4.8,78.0,81,5.1,25.1,19.6,21.9
2021-03-02,0.5,9.0,59.0,75,8.7,23.2,17.9,20.5
2021-03-03,0.5,8.1,88.0,81,0.3,18.9,17.2,18
2021-03-04,3.5,6.2,93.0,87,0.0,19.9,17.5,18.5
2021-03-05,0,8.3,88.0,91,0.1,21.1,19.3,20.2
2021-03-06,3,6.7,93.0,93,0.1,22,19.7,20.7
2021-03-07,0,6.1,88.0,90,0.0,20.6,18.9,19.7
2021-03-08,2,7.3,83.0,83,3.6,20.8,17.5,19
2021-03-09,0,6.3,55.0,79,4.0,22.5,17.8,19.7
2021-03-10,0,8.1,87.0,79,1.2,20.9,18.1,19.6
2021-03-11,0,7.8,64.0,79,7.1,24,18.6,20.8
2021-03-12,0,5.0,32.0,77,10.3,28.5,18.2,22.6
2021-03-13,0,9.1,57.0,76,6.3,24.2,20.1,21.5
2021-03-14,0,5.9,76.0,80,3.9,22.3,19.5,20.8
2021-03-15,0,7.4,46.0,76,9.9,26.1,19.6,22.2
2021-03-16,0,5.4,22.0,78,10.2,28.2,19.1,23
2021-03-17,0,4.9,42.0,80,10.7,29.3,19.2,23.8
2021-03-18,2,6.1,81.0,87,3.6,25.4,21.6,23.1
2021-03-19,0,6.3,55.0,82,9.0,28.8,21.6,24
2021-03-20,0,4.2,32.0,81,10.6,30.1,20.6,24.5
2021-03-21,0,9.4,80.0,73,0.0,23.5,16.3,20.2
2021-03-22,0,11.3,87.0,61,1.9,19.7,15.4,17.2
2021-03-23,0,6.2,88.0,61,0.1,19.6,17.3,18.4
2021-03-24,0,6.0,86.0,68,3.8,24.6,17.2,20.4
2021-03-25,0,9.3,45.0,70,9.0,24.5,19.1,21.5
2021-03-26,0,7.9,65.0,75,6.9,25,19.1,21.2
2021-03-27,0,5.3,62.0,80,7.0,28.9,21.3,23.9
2021-03-28,0,8.6,46.0,80,8.0,28.9,20.7,24.8
2021-03-29,0,14.4,81.0,82,5.8,29.2,23.8,25.9
2021-03-30,0,12.5,81.0,78,3.8,30.4,24.6,27
2021-03-31,0,10.8,86.0,79,2.4,30.2,25.1,27
2021-04-01,0,9.5,80.0,79,3.7,30,24.9,27
2021-04-02,0,7.0,55.0,79,8.0,31,23.6,26.6
2021-04-03,0,6.7,47.0,74,8.1,31.9,21.8,26.3
2021-04-04,0.5,3.7,88.0,86,0.1,26.3,22.7,24
2021-04-05,0.5,6.5,88.0,84,0.4,22.7,21.3,21.9
2021-04-06,0,6.6,78.0,77,6.8,27.2,21.3,23.6
2021-04-07,0,8.0,81.0,76,4.8,25.4,21.4,22.6
2021-04-08,0,8.0,87.0,74,1.4,25.2,21.3,22.9
2021-04-09,8.5,6.6,88.0,82,0.1,21.3,18.5,19.9
2021-04-10,0,8.3,52.0,65,10.3,25.1,19,21.9
2021-04-11,0,6.5,55.0,73,7.4,27.1,20.3,22.7
2021-04-12,0,4.7,55.0,80,5.9,28,20,23.7
2021-04-13,0,5.2,27.0,77,10.9,30.8,20.9,25.3
2021-04-14,0,5.8,70.0,84,2.8,26.1,21.4,23.4
2021-04-15,4,7.3,95.0,91,0.0,22.6,20.9,21.8
2021-04-16,0.5,5.8,89.0,88,0.9,24.1,21.4,22.6
2021-04-17,1.5,3.7,88.0,88,0.0,23.1,21.8,22.5
2021-04-18,0,9.5,89.0,67,3.3,26.1,21.5,23.3
2021-04-19,0,10.5,88.0,67,1.8,24.9,21,22.3
2021-04-20,0,9.1,83.0,73,4.9,25.7,21.1,23
2021-04-21,0,7.4,33.0,74,10.8,27.9,20.8,24
2021-04-22,0,8.6,23.0,74,10.3,29.4,21.5,25
2021-04-23,0,5.6,22.0,75,11.0,33,21.7,27.1
2021-04-24,0,8.3,79.0,82,2.1,27.2,23.9,24.9
2021-04-25,1,7.1,84.0,85,0.8,28.2,21.9,24.3
2021-04-26,1,7.5,88.0,80,0.5,25.1,21.4,23.1
2021-04-27,7,5.1,88.0,90,0.0,24.1,22.1,23.1
2021-04-28,1,5.0,88.0,88,0.5,27.2,22.5,24.6
2021-04-29,0,5.7,84.0,74,4.7,30.1,21.2,24.1
2021-04-30,0.5,6.3,73.0,77,9.1,30.7,19.6,24.8
2021-05-01,0,6.5,83.0,76,5.7,30.9,22.2,26
2021-05-02,1.5,4.7,82.0,82,3.5,31,22.6,25.7
2021-05-03,7.5,7.7,95.0,89,0.1,25,22.1,23.8
2021-05-04,21.5,8.1,82.0,84,6.7,31.8,22.9,26.7
2021-05-05,0.5,6.6,74.0,79,9.0,31.5,22.3,26.6
2021-05-06,0,8.8,75.0,79,6.7,28.2,22.8,24.7
2021-05-07,0,6.8,81.0,77,10.1,30.8,21.9,26.4
2021-05-08,0,11.3,52.0,79,10.1,31.5,23.4,27.7
2021-05-09,0,13.4,64.0,79,8.2,32.6,26.7,28.6
2021-05-10,0.5,9.6,66.0,76,8.5,32.1,25.3,28.6
2021-05-11,0,11.3,74.0,77,5.2,32.5,27.6,29.6
2021-05-12,0,10.6,80.0,78,4.1,33.2,27.8,30
2021-05-13,2,8.8,85.0,79,5.0,32.6,27.9,29.7
2021-05-14,0,7.8,70.0,77,5.9,32.1,27.8,29.6
2021-05-15,0,10.0,44.0,74,10.8,33.3,27.4,30.1
2021-05-16,0,10.8,58.0,74,9.6,33.9,28,30.5
2021-05-17,0,11.6,74.0,75,6.5,34.2,28.9,30.8
2021-05-18,0.5,13.0,78.0,76,5.5,33.6,27.9,30.4
2021-05-19,0,10.4,76.0,75,6.3,33,28.8,30.7
2021-05-20,0,14.0,86.0,75,5.6,33.9,29.1,30.8
2021-05-21,1,15.2,80.0,75,7.8,33.6,28.7,30.6
2021-05-22,0,10.4,71.0,77,7.5,33.6,28.6,30.7
2021-05-23,0,8.1,72.0,74,11.4,34.9,27.5,30.9
2021-05-24,1.5,5.7,83.0,81,5.7,34,28,30.1
2021-05-25,26,3.9,85.0,83,3.8,30.5,25.5,28
2021-05-26,11.5,8.0,67.0,77,8.7,33,26.5,29.4
2021-05-27,0,14.3,71.0,76,10.6,33.5,28.4,30.6
2021-05-28,0,13.7,71.0,77,11.1,33.5,27.5,30.6
2021-05-29,0,16.3,84.0,79,7.8,32.8,28.9,30.5
2021-05-30,0,17.4,84.0,81,4.9,32.7,29.4,30.6
2021-05-31,11.5,12.4,88.0,84,1.6,32.5,25.8,29.5
2021-06-01,34.5,5.5,92.0,91,0.4,30.9,25,27.1
2021-06-02,2,5.4,85.0,85,1.3,31,24.7,27.9
2021-06-03,0,8.3,63.0,77,9.3,34,26.4,30.1
2021-06-04,2,7.2,87.0,84,0.9,31.1,26.3,28.7
2021-06-05,0,4.5,80.0,73,3.1,31.1,25.5,27.5
2021-06-06,0.5,4.2,64.0,74,5.9,31.4,24.2,27.8
2021-06-07,0,7.8,68.0,78,6.2,30.3,25.9,27.8
2021-06-08,0,8.0,84.0,79,10.1,32.7,26.9,28.8
2021-06-09,4,4.8,88.0,87,3.9,30.5,26.6,27.9
2021-06-10,8,7.3,82.0,83,6.8,31.9,25.8,28.8
2021-06-11,21.5,9.3,85.0,82,7.0,32.3,26.7,29.5
2021-06-12,39,11.1,88.0,89,0.8,29.9,26,28.3
2021-06-13,8,7.3,88.0,85,2.1,31.6,26.1,28.6
2021-06-14,1,8.0,88.0,81,3.6,32.3,27.8,29.6
2021-06-15,7,10.2,87.0,79,7.2,32,26.3,29.3
2021-06-16,0,15.4,82.0,76,6.2,33.2,28.9,30.7
2021-06-17,0,14.3,63.0,77,8.6,33.7,28.4,31.1
2021-06-18,3.5,16.6,66.0,77,9.5,32.9,29.1,30.6
2021-06-19,1.5,16.5,81.0,77,8.2,33,28.6,30.6
2021-06-20,0,16.8,84.0,78,8.3,33.2,29.4,30.8
2021-06-21,9.5,12.6,86.0,80,4.6,31.6,27.2,29.9
2021-06-22,16,9.0,88.0,87,0.3,29.9,24.8,27.7
2021-06-23,47.5,5.2,89.0,88,0.2,29,25.1,26.4
2021-06-24,33.5,3.6,90.0,91,0.2,27.3,24.7,25.8
2021-06-25,0.5,4.8,87.0,87,0.9,30.1,25.4,27.4
2021-06-26,18,5.8,89.0,90,0.8,30.5,26.1,28.2
2021-06-27,6,12.7,88.0,84,1.4,30.7,27.6,29.4
2021-06-28,81.5,8.9,92.0,89,0.1,30,24.7,28.1
2021-06-29,6.5,14.0,86.0,82,0.8,31.8,27.8,29.9
2021-06-30,0,15.1,88.0,79,3.5,32.7,29.2,30.3
2021-07-01,0,14.7,88.0,78,7.5,32.4,29.2,30.5
2021-07-02,0,13.8,87.0,77,8.0,32.8,29.5,30.7
2021-07-03,0,8.7,85.0,79,5.4,33.7,28.9,30.7
2021-07-04,0,6.1,81.0,79,7.5,33.8,27.5,30.4
2021-07-05,0,6.3,68.0,79,6.5,33.2,28.1,30.2
2021-07-06,1,6.0,74.0,80,6.1,33.3,26.6,29.6
2021-07-07,16,9.3,73.0,81,5.8,32,27.2,29.7
2021-07-08,0.5,8.3,49.0,79,7.0,32.7,27.9,29.8
2021-07-09,0,4.3,28.0,76,9.7,33.9,26.4,29.9
2021-07-10,0,6.2,60.0,76,11.7,33.2,26.1,29.8
2021-07-11,0,6.2,84.0,77,9.8,33.6,27.9,30.6
2021-07-12,1.5,6.2,73.0,75,10.2,33.8,27.5,30.5
2021-07-13,0,7.2,55.0,72,11.7,34.7,27.6,30.5
2021-07-14,0,5.3,47.0,75,8.0,33.6,27.1,30.3
2021-07-15,0,6.6,41.0,71,12.0,34.6,27.5,31
2021-07-16,1,4.0,81.0,78,0.5,31.6,27.1,29
2021-07-17,0.5,4.8,88.0,80,5.6,30.1,26.7,28.1
2021-07-18,32,7.8,88.0,90,0.4,30.5,24.5,27.9
2021-07-19,79,10.0,93.0,93,0.3,29.8,25.8,27.2
2021-07-20,166,6.1,95.0,94,0.0,27.6,24.2,26.3
2021-07-21,54,5.9,88.0,94,0.2,28.5,26,27.3
2021-07-22,0,6.2,66.0,80,11.7,34.1,26,29.9
2021-07-23,0,6.8,40.0,77,10.7,36.3,26.3,30.7
2021-07-24,40,6.2,70.0,82,6.3,34.9,27.4,29.7
2021-07-25,16.5,8.3,55.0,81,9.6,33.9,26,29.7
2021-07-26,1,8.6,53.0,78,9.9,34.1,28.8,30.9
2021-07-27,3,6.7,67.0,75,8.5,36.5,26.4,31.2
2021-07-28,0,8.2,76.0,79,6.4,34.4,27.9,30.7
2021-07-29,0.5,4.9,84.0,82,1.8,31.7,27.6,29.2
2021-07-30,23,7.3,85.0,83,0.6,30.9,26.5,28.7
2021-07-31,17.5,9.5,88.0,84,4.1,32.8,27.4,29.8
2021-08-01,8.5,9.8,83.0,83,5.3,33.5,27.3,29.8
2021-08-02,7,5.8,84.0,80,5.8,34.8,27.7,30
2021-08-03,12.5,7.0,82.0,88,0.9,29.8,27,28.5
2021-08-04,36.5,6.3,84.0,85,1.5,33.4,26.3,28.8
2021-08-05,21.5,5.9,88.0,90,0.1,30.2,26.5,28.1
2021-08-06,54,8.1,89.0,89,0.3,31,26.5,29
2021-08-07,3.5,7.5,86.0,85,3.2,33.6,27.5,29.2
2021-08-08,0.5,9.3,86.0,85,1.6,32.1,27.7,29.7
2021-08-09,17.5,8.9,88.0,85,1.7,29.8,27.3,27.4
2021-08-10,31,3.5,88.0,87,0.8,29.5,27.1,28.4
2021-08-11,11,5.9,87.0,84,5.6,33.2,27.4,29.6
2021-08-12,41.5,5.7,78.0,82,6.5,32.6,26,29
2021-08-13,7,8.1,80.0,83,6.4,31.4,26.3,28.5
2021-08-14,26.5,8.1,87.0,85,0.9,29.2,26,27.8
2021-08-15,18,4.5,83.0,87,1.2,30.7,25.8,27.3
2021-08-16,12,4.9,56.0,83,6.0,31.6,24.9,28
2021-08-17,0,7.5,42.0,78,11.1,33.4,26,29.4
2021-08-18,0,6.8,80.0,77,7.0,33.8,26.5,29
2021-08-19,0,3.9,72.0,84,5.6,31.7,26,28.4
2021-08-20,0,7.4,47.0,77,11.1,33,26,29.3
2021-08-21,0,10.9,68.0,76,11.2,33.7,26.5,30.1
2021-08-22,0,13.3,63.0,74,10.8,34,28.3,30.3
2021-08-23,0,11.6,61.0,75,9.9,33.2,28.3,30.3
2021-08-24,10.5,7.3,78.0,79,7.2,32.6,26.9,29.5
2021-08-25,0.5,4.9,84.0,79,7.7,32.8,26.9,29.2
2021-08-26,0,5.0,71.0,80,8.5,32.8,27.2,29.7
2021-08-27,27,5.0,82.0,89,0.5,28.8,22.9,25.4
2021-08-28,9,4.1,77.0,81,7.3,29.6,22.9,26.3
2021-08-29,19.5,5.1,86.0,83,4.0,31.6,25.7,28
2021-08-30,0,5.3,75.0,81,8.9,32.4,26.6,28.7
2021-08-31,10,3.3,87.0,88,1.4,29.5,25.5,27.3
2021-09-01,10,5.3,84.0,85,6.2,30.9,26.4,28.3
2021-09-02,0,5.2,74.0,80,10.1,31.9,26.9,29
2021-09-03,0,3.6,66.0,79,6.2,32.7,26.3,29
2021-09-04,0,4.4,49.0,79,5.1,33.3,26.2,29.1
2021-09-05,0,4.5,61.0,79,8.2,32.6,26.4,29.3
2021-09-06,0,4.8,73.0,77,6.8,34,26.2,29.4
2021-09-07,0.5,6.6,72.0,78,9.3,32.6,28,29.5
2021-09-08,0,5.0,66.0,74,11.0,33.8,26.3,29.7
2021-09-09,0,5.3,66.0,73,8.0,34,25.4,29.6
2021-09-10,0,5.5,79.0,71,10.5,33.4,27.3,30.1
2021-09-11,0,5.7,77.0,75,8.5,35.2,27.2,30.7
2021-09-12,0,7.5,78.0,76,9.6,36.2,29.4,32
2021-09-13,0,9.1,80.0,77,6.5,34.7,29.3,31
2021-09-14,7.5,4.3,81.0,83,1.5,32.4,26.9,28.7
2021-09-15,0,7.3,71.0,75,10.0,34.5,26.4,30.5
2021-09-16,9,4.3,86.0,77,3.2,34.4,25.9,28.9
2021-09-17,0,4.5,81.0,77,7.8,33.4,25.9,29.4
2021-09-18,0,7.4,69.0,79,9.1,33,27.7,30
2021-09-19,9,6.1,83.0,86,5.8,32,27.4,29.4
2021-09-20,4,3.1,80.0,84,7.3,32.4,26.2,28.4
2021-09-21,2.5,3.4,74.0,82,5.6,33.2,26.4,28.5
2021-09-22,0,4.1,66.0,77,10.3,33.4,26.3,29.5
2021-09-23,38.5,4.8,87.0,87,1.2,30.4,25.6,27.5
2021-09-24,3.5,6.8,76.0,81,6.8,32,27.1,29.6
2021-09-25,0,7.4,64.0,76,8.5,31.7,27.4,29.2
2021-09-26,0,5.1,86.0,72,5.3,31.4,26.4,28.6
2021-09-27,0,4.2,60.0,75,7.0,32.8,25.9,28.8
2021-09-28,0,5.5,66.0,75,6.0,33.2,26.3,29.5
2021-09-29,0,6.3,44.0,77,8.8,33.5,26.4,29.6
2021-09-30,0,6.6,38.0,78,8.3,34.5,27.1,30.2
2021-10-01,10,4.3,65.0,79,6.9,32.5,27.3,29.5
2021-10-02,0,4.5,68.0,74,8.2,33.4,25.9,29.3
2021-10-03,3,4.1,82.0,79,2.9,30.2,26.5,28.4
2021-10-04,0,7.1,51.0,71,8.5,32.2,27.4,29.3
2021-10-05,0,8.8,45.0,69,10.5,32.1,27.6,29.6
2021-10-06,0,9.8,63.0,69,6.9,31.8,26.5,29.3
2021-10-07,9.5,13.9,88.0,75,0.4,31.3,25,28.9
2021-10-08,347,12.2,96.0,94,0.0,27.5,24.9,25.7
2021-10-09,117.5,15.5,97.0,91,0.2,28.9,25.7,27
2021-10-10,25,7.2,89.0,86,0.0,28.7,25.3,27.2
2021-10-11,0,9.8,66.0,68,10.7,32.5,25,28.4
2021-10-12,0.5,16.7,84.0,65,0.6,26.7,23.3,25
2021-10-13,89,16.3,90.0,89,0.2,28.6,22.3,25.7
2021-10-14,11.5,7.0,88.0,86,5.2,31.2,26.5,28.1
2021-10-15,5.5,6.3,92.0,85,0.0,26.8,25.2,25.9
2021-10-16,0,10.0,57.0,73,8.6,29.4,23.7,26.3
2021-10-17,0,14.0,82.0,68,8.2,25.9,21.3,23.4
2021-10-18,0,6.4,59.0,70,4.6,27.1,19.7,22.6
2021-10-19,0,4.5,39.0,75,9.7,28.2,20.9,24.5
2021-10-20,0,6.4,49.0,78,10.3,29.8,24.2,26.6
2021-10-21,0,6.2,76.0,80,1.8,28.3,18.6,23.2
2021-10-22,1.5,8.6,88.0,77,0.0,19.2,16.6,17.9
2021-10-23,0,7.8,95.0,75,0.8,21.3,16.9,19.2
2021-10-24,0,8.6,61.0,69,7.8,25.2,18.3,21
2021-10-25,0,7.1,49.0,66,7.4,26.9,18.6,22.4
2021-10-26,0,6.2,68.0,69,8.6,28.3,21.2,24.6
2021-10-27,0,5.8,86.0,76,1.3,28,23.4,25.2
2021-10-28,0,5.9,87.0,77,4.8,27.1,23.9,25.1
2021-10-29,0,7.2,84.0,76,8.4,28.1,23.6,25.2
2021-10-30,0,7.2,88.0,81,1.5,25.1,22.8,23.8
2021-10-31,0,5.8,75.0,75,4.1,26.7,22.3,23.7
2021-11-01,0.5,6.9,63.0,76,9.3,27.7,22.6,24.7
2021-11-02,0,6.9,74.0,76,6.9,27.1,23.6,24.6
2021-11-03,0,6.4,65.0,75,8.6,27.7,23.2,24.8
2021-11-04,0,6.6,61.0,78,9.0,28.4,23.5,25.5
2021-11-05,0,5.4,61.0,84,4.4,29.2,23,25.5
2021-11-06,0,1.9,23.0,79,10.2,31.2,21.8,25.8
2021-11-07,0,5.1,38.0,83,8.5,28,22.7,25.1
2021-11-08,0.5,13.8,35.0,61,9.4,24.8,17.1,19.8
2021-11-09,0,8.7,76.0,50,7.8,22.2,15.9,18.7
2021-11-10,0,6.7,41.0,41,8.9,24,15.9,19.5
2021-11-11,0,3.9,64.0,47,7.9,24.6,14.9,19.3
2021-11-12,0,5.8,54.0,51,9.5,25.9,17.6,21.7
2021-11-13,0,6.8,46.0,49,9.6,25,18.6,21.6
2021-11-14,0,5.3,23.0,59,10.0,24.4,16.3,20.1
2021-11-15,0,4.5,59.0,65,8.1,24.4,17.3,20.3
2021-11-16,0,5.0,41.0,71,9.9,26.9,18,22.4
2021-11-17,0,5.5,65.0,74,4.3,25.8,20,23
2021-11-18,0,5.9,45.0,69,9.7,26.1,19.3,21.8
2021-11-19,0,3.7,71.0,77,3.8,25.2,18.4,21.9
2021-11-20,0,8.0,48.0,77,9.5,26,21.8,23.5
2021-11-21,0,5.8,56.0,82,4.0,26.4,21,23.3
2021-11-22,3.5,8.3,80.0,76,0.3,22,15.3,18.6
2021-11-23,0,8.6,89.0,69,0.0,17.2,12.9,15
2021-11-24,0,5.9,55.0,65,7.8,21.9,15,17.7
2021-11-25,0,3.2,34.0,64,7.8,24.7,14.2,18.8
2021-11-26,0,4.6,24.0,64,9.6,25.6,15.4,20.3
2021-11-27,0,6.1,52.0,63,9.7,24.8,16,20.4
2021-11-28,0,4.9,38.0,69,9.7,25.4,16,20.4
2021-11-29,0,4.2,10.0,67,9.7,26.7,15.8,20.9
2021-11-30,0,12.2,21.0,59,9.4,24.9,16.1,20.5
2021-12-01,0,12.6,23.0,40,9.7,20.2,14.1,17
2021-12-02,0,6.8,11.0,42,9.6,21,11.9,16.2
2021-12-03,0,7.9,9.0,35,9.7,21.7,10.8,17.1
2021-12-04,0,7.2,37.0,46,9.6,21.6,13.9,17.2
2021-12-05,0,5.0,31.0,55,9.5,22.4,13.1,17.6
2021-12-06,0,4.3,7.0,59,9.6,22.8,11.1,16.4
2021-12-07,0,6.7,56.0,65,6.2,23.6,12.5,18.4
2021-12-08,0,7.4,19.0,67,9.6,23.6,15.7,19.9
2021-12-09,0,4.4,17.0,72,9.6,24.3,15.7,19.6
2021-12-10,0,6.2,30.0,73,9.5,24.6,15.1,19.8
2021-12-11,0,4.9,26.0,74,9.6,25.8,17.9,21.2
2021-12-12,0,5.2,20.0,75,9.5,26,16.7,21.1
2021-12-13,0,7.0,53.0,67,6.6,21.6,15.2,18.3
2021-12-14,0,5.4,71.0,72,7.0,24.5,16.5,20.2
2021-12-15,0,4.4,87.0,78,2.7,22.7,19.3,21.1
2021-12-16,1.5,4.0,69.0,81,4.1,25.9,21.1,22.9
2021-12-17,0,10.1,70.0,69,0.9,23.6,17.5,21
2021-12-18,0,12.7,88.0,58,6.1,20.4,15.8,17.6
2021-12-19,0,11.0,88.0,51,1.2,19.2,15,17.1
2021-12-20,10,9.6,91.0,78,0.0,18.9,14.5,16.1
2021-12-21,5,9.1,77.0,88,0.1,18.5,15.4,16.5
2021-12-22,0,5.3,89.0,80,2.0,21.3,16.2,18.9
2021-12-23,1,3.8,88.0,77,2.9,22.4,18.3,19.8
2021-12-24,3,2.6,84.0,84,1.0,22.9,17.7,19.6
2021-12-25,0,7.7,66.0,75,3.7,21.2,16.8,18.9
2021-12-26,3.5,10.8,92.0,78,0.5,17.4,10.9,14.1
2021-12-27,2.5,8.4,88.0,81,1.4,12.5,8.5,10.7
2021-12-28,0,5.4,89.0,74,0.4,17.6,11.1,14.5
2021-12-29,0,5.2,65.0,74,6.9,23.1,15.2,18.1
2021-12-30,0,5.9,51.0,77,8.7,21.8,15.1,17.7
2021-12-31,0,6.0,76.0,78,4.2,20.5,16.4,17.6
2022-01-01,0,4.6,68.0,76,1.6,19.6,14.2,16.8
2022-01-02,0,4.0,10.0,77,9.5,22.8,12.9,17.4
2022-01-03,0,3.8,27.0,79,8.0,21.8,15.1,17.7
2022-01-04,0,4.7,49.0,75,8.7,23.3,14.1,18.8
2022-01-05,0,4.8,50.0,75,8.8,25.2,17.7,20.4
2022-01-06,0,6.9,54.0,80,8.1,23.2,15.9,19.4
2022-01-07,0,5.3,51.0,79,4.4,21.7,15.7,18.2
2022-01-08,0,4.9,34.0,75,9.5,20.2,13.6,16.8
2022-01-09,0,3.9,70.0,79,2.0,21.1,14.2,17.3
2022-01-10,0,4.9,78.0,76,3.8,21.3,15.1,17.9
2022-01-11,4,9.8,44.0,70,9.6,18.3,13,15.3
2022-01-12,0,5.6,84.0,72,1.4,16.8,13.4,15.3
2022-01-13,0,7.3,90.0,64,0.7,18.6,14.3,16.5
2022-01-14,0,8.0,84.0,75,0.1,17.3,13.3,15.9
2022-01-15,0,7.0,68.0,82,8.0,21.3,16.6,18.1
2022-01-16,0,5.0,59.0,82,4.7,21.8,16.6,18.5
2022-01-17,0,5.3,82.0,84,0.0,18.6,16.3,17.8
2022-01-18,0.5,5.8,89.0,82,1.1,17.8,15.1,16.6
2022-01-19,0,5.5,49.0,70,8.7,20.8,13,16.2
2022-01-20,0,5.0,54.0,73,7.6,20.9,12,16.5
2022-01-21,0,6.1,69.0,80,4.1,20,14.6,17.4
2022-01-22,1,6.3,94.0,91,0.0,18.5,17.2,17.7
2022-01-23,0,5.4,87.0,84,1.8,22.6,17.9,19.8
2022-01-24,1.5,5.9,86.0,88,1.2,22.3,18.9,19.9
2022-01-25,0,5.5,77.0,82,2.5,19.5,16.8,18.3
2022-01-26,1,6.3,88.0,83,3.4,21.8,17.9,19.5
2022-01-27,0,5.3,61.0,84,7.0,24.1,18.7,20.5
2022-01-28,0,7.6,89.0,86,0.0,19.7,18,18.8
2022-01-29,0,5.3,88.0,81,0.4,21.3,16.3,18.4
2022-01-30,0,9.8,58.0,64,7.0,18.7,12.3,15
2022-01-31,0,9.5,88.0,70,0.0,13.8,12.1,13
2022-02-01,2,6.2,89.0,84,0.0,14.6,11.2,12.8
2022-02-02,1.5,5.7,98.0,88,0.0,15.4,13.2,14.5
2022-02-03,0.5,7.3,93.0,85,0.1,13.4,10.6,12.1
2022-02-04,0,9.2,65.0,69,4.7,17.7,10.4,13.4
2022-02-05,0,8.1,87.0,69,1.5,16.8,12.1,14.2
2022-02-06,0,8.1,87.0,75,4.5,18.6,13.9,15.8
2022-02-07,0,8.8,94.0,85,0.0,17.5,15,16.2
2022-02-08,0,7.1,88.0,78,1.1,17.7,14.6,16.3
2022-02-09,0,5.8,88.0,77,0.0,17.4,14.3,15.9
2022-02-10,0,6.6,90.0,81,0.0,17.9,15,16.6
2022-02-11,0,8.8,45.0,81,10.4,22.6,16.3,18.8
2022-02-12,0,5.1,80.0,83,7.0,23.6,17.5,19.4
2022-02-13,1.5,5.5,91.0,86,0.0,18.8,13.7,16.9
2022-02-14,1,7.0,59.0,75,8.9,22.1,13,16.6
2022-02-15,0,5.6,53.0,77,6.7,21.9,15.2,17.4
2022-02-16,0,7.8,74.0,77,3.9,18.6,15.2,16.7
2022-02-17,5,9.5,88.0,86,0.0,17.1,15.2,15.7
2022-02-18,0,12.0,88.0,84,0.1,16.5,15.2,15.9
2022-02-19,31,9.4,90.0,92,0.0,15.8,9,11.8
2022-02-20,57.5,11.5,97.0,94,0.0,9.2,7.8,8.2
2022-02-21,47,7.7,100.0,95,0.0,9.5,7,8.4
2022-02-22,43,7.7,100.0,96,0.0,11.3,8.4,9.8
2022-02-23,8.5,9.5,78.0,77,6.1,16,8.7,11.7
2022-02-24,0,6.3,60.0,72,6.7,16.3,9,12
2022-02-25,0,4.5,45.0,70,8.0,20.6,9.7,14.5
2022-02-26,0,4.7,23.0,76,9.6,23.2,11,16.3
2022-02-27,0,6.1,30.0,79,10.6,22.2,11.8,16.8
2022-02-28,0,8.2,71.0,70,9.2,23.3,15.7,19.2
2022-03-01,0,5.0,56.0,77,8.9,27.9,18.5,21.9
2022-03-02,0,7.9,47.0,83,8.0,26.9,17.1,20.3
2022-03-03,0,11.3,56.0,76,6.4,22.3,17.5,19.4
2022-03-04,0,4.8,34.0,77,9.6,26.9,17.1,21.4
2022-03-05,0,5.3,39.0,84,8.2,27.7,17.6,21.8
2022-03-06,0,14.2,84.0,77,3.7,22.3,17.3,19.2
2022-03-07,4,10.1,62.0,70,4.5,24.1,17.1,19.9
2022-03-08,0,9.5,14.0,53,11.0,20.5,13.7,16.8
2022-03-09,0,8.0,14.0,57,11.0,24,12.5,18.1
2022-03-10,0,6.9,27.0,60,10.9,24.9,16,20.3
2022-03-11,0,4.2,40.0,71,9.9,26.6,15.6,20.9
2022-03-12,0,5.4,53.0,68,10.3,26,17.3,21.6
2022-03-13,0,4.8,47.0,75,10.1,27.7,20.2,23.3
2022-03-14,0,5.2,30.0,78,10.5,30.4,19.9,24.2
2022-03-15,0,5.4,43.0,80,10.4,30,19.7,23.8
2022-03-16,0,8.4,87.0,79,2.0,24.8,21.2,22.4
2022-03-17,0.5,6.2,79.0,85,5.9,28.7,22.3,24.7
2022-03-18,0.5,3.3,61.0,84,8.2,29.2,21.3,24.9
2022-03-19,0,6.2,75.0,85,5.1,26.7,22,23.5
2022-03-20,0.5,9.5,88.0,88,0.0,23,20.2,21.3
2022-03-21,0,7.3,88.0,89,0.2,24.8,21.6,23
